id,price
248375,45.0
249220,45.0
249419,91.0
250007,69.0
250023,70.0
250067,55.0
250121,45.0
250138,50.0
250171,55.0
250253,93.0
250376,175.0
250684,95.0
250687,52.0
250704,59.0
250707,58.0
250729,72.0
250753,95.0
251398,40.0
251548,55.0
252664,79.0
252699,56.0
252933,32.0
252967,32.0
252993,32.0
253005,28.0
253128,49.0
254576,70.0
254762,80.0
254788,75.0
255557,55.0
255722,65.0
255778,96.0
255829,51.0
256058,33.0
257317,59.0
257373,99.0
257658,49.0
257766,148.0
260095,55.0
260104,69.0
261205,60.0
261452,55.0
261834,60.0
261937,29.0
263817,45.0
264459,60.0
265286,75.0
265354,60.0
265389,19.0
265394,29.0
265400,29.0
265402,9.0
265408,9.0
265416,9.0
265433,9.0
265444,9.0
265955,55.0
266086,85.0
266181,48.0
267399,55.0
267764,129.0
267951,69.0
268910,46.0
268967,55.0
268974,53.0
269455,65.0
270477,89.0
271340,70.0
271739,43.0
273011,125.0
273076,61.0
273106,64.0
274623,65.0
274686,80.0
274798,55.0
275472,70.0
276044,50.0
277653,59.0
278860,65.0
279315,40.0
279344,76.0
279504,45.0
281152,60.0
282214,29.0
282773,34.0
282786,50.0
282797,34.0
284390,75.0
288484,65.0
290410,80.0
292300,120.0
292864,50.0
295675,54.0
297521,29.0
297594,30.0
298056,40.0
301773,64.0
301887,55.0
303097,66.0
304904,37.0
305987,69.0
306041,60.0
306312,165.0
306502,70.0
306829,38.0
307587,69.0
308421,35.0
309511,65.0
311703,235.0
313876,38.0
315533,54.0
316327,30.0
316366,31.0
316462,84.0
316547,45.0
320028,43.0
320279,77.0
320305,38.0
321295,39.0
321308,44.0
321378,149.0
322463,87.0
322520,95.0
323243,27.0
323255,27.0
323259,27.0
323260,36.0
323951,30.0
325979,55.0
326566,28.0
326608,72.0
327442,35.0
327773,40.0
328255,70.0
329648,48.0
334133,54.0
335273,38.0
336482,95.0
341910,65.0
343190,49.0
344856,60.0
344986,70.0
345373,48.0
346404,50.0
347762,35.0
348262,65.0
352998,29.0
354033,74.0
355227,60.0
355494,48.0
357984,59.0
358746,36.0
359917,39.0
361487,36.0
362701,89.0
362874,78.0
363413,49.0
363454,82.0
366094,33.0
367182,33.0
367634,33.0
370561,60.0
377304,48.0
380281,40.0
380384,45.0
382008,25.0
385059,29.0
387607,49.0
393598,67.0
395063,33.0
398011,65.0
398962,80.0
399312,86.0
400642,75.0
400832,40.0
400898,51.0
401242,130.0
404175,80.0
408756,99.0
409846,180.0
410020,25.0
412418,50.0
414277,36.0
415218,39.0
417143,64.0
420114,100.0
421236,65.0
425411,70.0
425487,85.0
427854,65.0
429677,75.0
431149,39.0
431343,22.0
431652,51.0
432460,29.0
432938,37.0
434209,50.0
436385,60.0
439089,95.0
439613,59.0
439631,56.0
446975,48.0
447524,28.0
450325,109.0
452164,130.0
456839,90.0
456902,83.0
458586,70.0
458608,60.0
458800,209.0
462459,70.0
464324,44.0
466983,34.0
469084,30.0
471495,33.0
473386,95.0
474830,35.0
476077,47.0
477515,189.0
477744,30.0
478015,85.0
480624,15.0
484506,58.0
485726,53.0
486192,45.0
487938,35.0
488161,65.0
491336,65.0
493072,44.0
493539,125.0
494492,45.0
495435,50.0
499342,75.0
499353,75.0
500641,73.0
501735,39.0
502598,98.0
506730,65.0
507671,80.0
509432,35.0
510987,35.0
511935,235.0
514246,60.0
515145,115.0
517425,46.0
517990,79.0
519356,37.0
519671,52.0
520538,99.0
523052,51.0
525162,160.0
530315,63.0
530527,49.0
532687,40.0
533155,90.0
533523,64.0
533864,100.0
534415,64.0
534931,21.0
537442,80.0
538871,38.0
540705,65.0
541020,80.0
541288,80.0
541569,68.0
542316,99.0
542674,40.0
544553,38.0
545037,70.0
545065,85.0
550445,39.0
550621,79.0
550727,50.0
551644,69.0
552927,59.0
556691,120.0
559210,50.0
559794,70.0
560578,30.0
564821,46.0
565345,60.0
566841,75.0
568307,33.0
570055,50.0
570153,49.0
571074,50.0
571751,46.0
573171,30.0
573259,120.0
574657,48.0
577552,15.0
578821,23.0
578927,45.0
580013,76.0
582053,70.0
582990,30.0
583916,50.0
584012,22.0
584757,30.0
585042,45.0
588011,100.0
588554,50.0
588556,33.0
589285,55.0
589293,48.0
590200,60.0
590948,25.0
592020,70.0
592059,50.0
593269,65.0
593920,35.0
594027,160.0
594032,140.0
594495,70.0
595231,70.0
597413,31.0
598335,65.0
598407,98.0
598982,120.0
603252,76.0
604068,80.0
604535,44.0
606926,75.0
609824,95.0
610496,235.0
612197,100.0
613219,37.0
615018,62.0
617544,80.0
617861,45.0
617864,60.0
618049,36.0
618234,85.0
618397,55.0
623231,35.0
625013,24.0
626620,49.0
626779,99.0
626782,100.0
628686,35.0
632824,109.0
633372,34.0
633531,35.0
633881,102.0
634825,29.0
636713,69.0
636902,45.0
638001,35.0
638017,45.0
638162,19.0
639988,85.0
641493,39.0
642955,89.0
643039,40.0
644294,65.0
647944,45.0
650784,20.0
652366,43.0
653677,95.0
654038,50.0
655748,45.0
656248,69.0
656753,27.0
658491,39.0
661030,120.0
661574,35.0
661782,75.0
665882,80.0
667122,40.0
667608,200.0
667849,50.0
667899,25.0
668847,78.0
668923,37.0
668962,75.0
669330,50.0
669429,33.0
671151,208.0
671322,80.0
671958,45.0
676548,68.0
676575,20.0
677642,35.0
680999,79.0
681132,44.0
681420,45.0
682423,50.0
682637,78.0
682853,35.0
682854,95.0
684673,55.0
685944,125.0
687582,78.0
687635,55.0
688163,34.0
689619,100.0
690578,35.0
691366,59.0
691469,100.0
693357,38.0
694871,195.0
696372,35.0
696647,80.0
697887,75.0
698727,100.0
699443,38.0
699827,73.0
700614,70.0
700806,45.0
701356,55.0
701909,160.0
702047,39.0
702921,85.0
703286,80.0
703748,50.0
703969,35.0
704098,34.0
704265,45.0
704306,55.0
704340,49.0
705910,39.0
706237,89.0
706362,65.0
706700,68.0
708929,32.0
709602,59.0
711452,16.0
714312,35.0
714728,38.0
715728,100.0
716568,75.0
717446,60.0
717871,45.0
718433,35.0
719195,30.0
719766,100.0
721768,65.0
722871,75.0
723001,52.0
723003,65.0
723097,60.0
723712,98.0
725992,30.0
728115,35.0
728330,29.0
728865,110.0
728981,51.0
729454,38.0
730832,60.0
731285,45.0
737374,49.0
739363,63.0
741367,45.0
742211,120.0
744264,95.0
749134,150.0
749508,52.0
750494,80.0
752358,55.0
753097,60.0
753152,107.0
753246,30.0
753251,29.0
753525,90.0
753978,70.0
758136,100.0
761453,45.0
761821,55.0
764511,92.0
766188,69.0
767461,50.0
767840,45.0
768330,36.0
768418,67.0
768466,79.0
768616,48.0
769334,68.0
770435,35.0
772353,44.0
772627,55.0
772740,35.0
773695,50.0
776069,120.0
777993,190.0
778598,150.0
780540,99.0
781039,50.0
781141,62.0
781180,29.0
782412,54.0
782924,75.0
782997,75.0
783789,85.0
784500,79.0
784782,45.0
788464,89.0
789018,55.0
789136,51.0
789554,70.0
790667,85.0
791747,30.0
793067,60.0
794114,95.0
794284,50.0
795792,40.0
795924,80.0
796895,79.0
799899,38.0
800903,79.0
801290,50.0
803861,85.0
803960,79.0
804227,60.0
804949,55.0
808174,47.0
811823,197.0
812449,79.0
813414,40.0
813575,85.0
814603,90.0
815057,40.0
816485,45.0
816748,62.0
817372,45.0
817454,95.0
818757,55.0
819384,49.0
819417,42.0
819658,106.0
820799,45.0
821270,30.0
822091,69.0
822917,88.0
823087,50.0
823209,80.0
823885,80.0
824657,61.0
827610,35.0
827752,45.0
828534,139.0
829241,79.0
829409,72.0
831316,59.0
831334,65.0
832389,30.0
833589,45.0
835872,75.0
837143,50.0
838639,90.0
838769,50.0
842684,75.0
843224,47.0
843266,100.0
843395,31.0
843418,31.0
843830,49.0
845192,42.0
845613,31.0
847396,90.0
849431,62.0
850645,105.0
851630,100.0
851688,110.0
852539,30.0
854315,80.0
856845,100.0
857451,60.0
860671,100.0
861698,95.0
863116,95.0
863683,111.0
865222,35.0
865908,65.0
866332,37.0
867196,146.0
867981,24.0
869793,70.0
871235,69.0
871854,44.0
871945,65.0
871961,75.0
872925,65.0
876839,120.0
877939,24.0
878037,69.0
878074,90.0
878387,59.0
879602,60.0
880130,44.0
880447,48.0
881436,69.0
882481,42.0
883362,29.0
883847,45.0
884484,35.0
885121,44.0
886398,100.0
887975,85.0
889901,57.0
893313,33.0
895571,27.0
897910,40.0
899207,72.0
899264,38.0
899265,29.0
899729,130.0
901314,100.0
901569,40.0
901837,131.0
904637,25.0
906460,145.0
906933,73.0
907791,145.0
907910,70.0
908575,65.0
910642,75.0
912787,77.0
913379,329.0
913865,60.0
914944,27.0
916013,65.0
918301,70.0
919931,92.0
921223,65.0
922202,99.0
926497,74.0
926670,75.0
929443,165.0
929541,29.0
929874,89.0
933277,30.0
935026,85.0
935295,120.0
936642,55.0
937705,43.0
938661,44.0
941115,39.0
942797,109.0
942867,89.0
945373,50.0
948364,35.0
948728,57.0
950245,95.0
952957,70.0
954077,135.0
958788,35.0
959013,110.0
962143,58.0
965074,58.0
965138,28.0
965343,39.0
965843,30.0
969200,82.0
969263,42.0
969280,70.0
972033,65.0
972948,59.0
974427,95.0
975599,65.0
976632,30.0
977063,36.0
978840,25.0
978892,32.0
978997,43.0
979758,25.0
980288,75.0
981027,30.0
983346,69.0
984052,46.0
984732,110.0
986324,35.0
986428,40.0
988429,35.0
988883,28.0
989871,48.0
993985,55.0
997825,65.0
999465,150.0
1003478,60.0
1004686,59.0
1005072,55.0
1005341,36.0
1007428,50.0
1009209,36.0
1010901,75.0
1012851,30.0
1014764,60.0
1014824,108.0
1017368,58.0
1018784,48.0
1023188,36.0
1024097,55.0
1030060,38.0
1032446,40.0
1033506,64.0
1038377,68.0
1038425,68.0
1039130,35.0
1039472,40.0
1042779,57.0
1043485,65.0
1044626,26.0
1045144,95.0
1052235,40.0
1052791,165.0
1052941,54.0
1054546,65.0
1057719,100.0
1061010,69.0
1065921,50.0
1068023,34.0
1068269,73.0
1070556,55.0
1070891,100.0
1073324,37.0
1076187,80.0
1079551,23.0
1081793,98.0
1084183,40.0
1084480,78.0
1084512,29.0
1086003,68.0
1086138,89.0
1086561,60.0
1088792,30.0
1088794,25.0
1089262,49.0
1089612,200.0
1095720,70.0
1099035,78.0
1099602,87.0
1100840,125.0
1101970,70.0
1102875,102.0
1104102,58.0
1106372,42.0
1108579,120.0
1110069,70.0
1111145,85.0
1114908,49.0
1115899,95.0
1118955,175.0
1119402,75.0
1120028,38.0
1120265,28.0
1120297,100.0
1121525,100.0
1123260,60.0
1125176,160.0
1125675,350.0
1126699,55.0
1128470,44.0
1128910,99.0
1129012,18.0
1130337,28.0
1130356,45.0
1130984,120.0
1131123,30.0
1132188,78.0
1134401,42.0
1137010,70.0
1140239,28.0
1146439,36.0
1147878,45.0
1148348,50.0
1148548,29.0
1152171,47.0
1152925,65.0
1153584,50.0
1154260,115.0
1154790,45.0
1155736,90.0
1157858,45.0
1158424,50.0
1159542,97.0
1159572,119.0
1162720,45.0
1163196,65.0
1163870,110.0
1165431,39.0
1165955,24.0
1168611,60.0
1168787,350.0
1172623,36.0
1172856,41.0
1176103,30.0
1176655,79.0
1176927,100.0
1177810,45.0
1177924,140.0
1184418,21.0
1185916,55.0
1186130,50.0
1188244,42.0
1191779,86.0
1192710,60.0
1192961,35.0
1193004,95.0
1193404,60.0
1194126,35.0
1196411,65.0
1198030,60.0
1198893,89.0
1202152,55.0
1204897,75.0
1205350,85.0
1208258,28.0
1209178,60.0
1209221,30.0
1211965,95.0
1213012,135.0
1214669,125.0
1216091,80.0
1216269,99.0
1222569,110.0
1223445,28.0
1224679,55.0
1226803,110.0
1230881,30.0
1234638,130.0
1236282,25.0
1237568,100.0
1238867,58.0
1244210,146.0
1244451,140.0
1245274,60.0
1245728,59.0
1247590,49.0
1248364,58.0
1250070,200.0
1251270,68.0
1251299,68.0
1254631,54.0
1255664,45.0
1256590,199.0
1258253,29.0
1259092,60.0
1263828,68.0
1264077,38.0
1264154,59.0
1265542,130.0
1266630,40.0
1267501,38.0
1268657,105.0
1268889,50.0
1268990,45.0
1272110,75.0
1272125,33.0
1273287,65.0
1273930,102.0
1273941,104.0
1273954,104.0
1273965,85.0
1274386,23.0
1274387,24.0
1274612,29.0
1275721,65.0
1275837,75.0
1277277,140.0
1282857,76.0
1283324,117.0
1288312,60.0
1288538,110.0
1288665,73.0
1289498,75.0
1290479,65.0
1290566,46.0
1291967,27.0
1292808,31.0
1294026,280.0
1296055,55.0
1296116,52.0
1296135,99.0
1297234,38.0
1297316,62.0
1300487,40.0
1302932,85.0
1304785,39.0
1306162,57.0
1306679,65.0
1307230,50.0
1307562,45.0
1309100,107.0
1311838,50.0
1312007,62.0
1314489,54.0
1315106,158.0
1319575,27.0
1322780,65.0
1323225,49.0
1323313,60.0
1323516,42.0
1325308,82.0
1325593,25.0
1327416,60.0
1328436,63.0
1329666,125.0
1330320,38.0
1331239,90.0
1334111,59.0
1335109,32.0
1337778,80.0
1338928,120.0
1338998,45.0
1339065,65.0
1339797,35.0
1339936,80.0
1342415,115.0
1345110,48.0
1345530,90.0
1345607,79.0
1346757,49.0
1347741,130.0
1351859,32.0
1352426,52.0
1353286,60.0
1355609,34.0
1357532,40.0
1358910,50.0
1362184,49.0
1363187,50.0
1366569,27.0
1367584,137.0
1368460,20.0
1372560,85.0
1373227,55.0
1374034,65.0
1375990,37.0
1379257,100.0
1379902,65.0
1380515,130.0
1386730,50.0
1386865,62.0
1389205,129.0
1390729,59.0
1392487,65.0
1393078,38.0
1393484,53.0
1396645,78.0
1396712,60.0
1398566,55.0
1400305,63.0
1400385,80.0
1402056,21.0
1405939,40.0
1407846,64.0
1418849,50.0
1419206,53.0
1421907,40.0
1422670,37.0
1423398,120.0
1424667,20.0
1427156,70.0
1429587,39.0
1433334,30.0
1434704,85.0
1434793,40.0
1439011,35.0
1440214,70.0
1440278,99.0
1442066,75.0
1448533,80.0
1452082,80.0
1455157,55.0
1455727,75.0
1457197,25.0
1457828,45.0
1458754,155.0
1459806,50.0
1460349,45.0
1461097,45.0
1461104,35.0
1461757,50.0
1463302,25.0
1465653,48.0
1466154,60.0
1468813,17.0
1471271,33.0
1471798,80.0
1473360,32.0
1474189,65.0
1477756,43.0
1481357,48.0
1481418,36.0
1481836,24.0
1482741,40.0
1485751,49.0
1490274,20.0
1490920,30.0
1491007,45.0
1491518,25.0
1493526,39.0
1493537,43.0
1493899,60.0
1494301,41.0
1497227,20.0
1497716,97.0
1505506,39.0
1505572,25.0
1507645,42.0
1509828,36.0
1510861,30.0
1511005,59.0
1511192,30.0
1517436,89.0
1517723,36.0
1521826,35.0
1523419,80.0
1523887,60.0
1524184,35.0
1525501,45.0
1528556,45.0
1532372,69.0
1536708,56.0
1537125,55.0
1537417,40.0
1537928,27.0
1540436,15.0
1541488,199.0
1543254,42.0
1544092,59.0
1544094,80.0
1544666,82.0
1547448,59.0
1548045,120.0
1554182,65.0
1555212,47.0
1555527,80.0
1559030,84.0
1559332,65.0
1560137,52.0
1563562,45.0
1564041,59.0
1564117,99.0
1564278,45.0
1564469,32.0
1564654,55.0
1564806,17.0
1564917,33.0
1565012,25.0
1565047,25.0
1566343,84.0
1572664,99.0
1573151,33.0
1574222,54.0
1574592,65.0
1575295,58.0
1580182,35.0
1580352,124.0
1581820,28.0
1582522,79.0
1585456,70.0
1586076,33.0
1586198,145.0
1588899,30.0
1591650,30.0
1592849,81.0
1596566,102.0
1599410,68.0
1600603,40.0
1600862,60.0
1603212,95.0
1604434,34.0
1605555,25.0
1606480,30.0
1607008,95.0
1608059,34.0
1613584,49.0
1613678,70.0
1615648,54.0
1617037,69.0
1619040,44.0
1622338,45.0
1624008,80.0
1626164,20.0
1626236,79.0
1628763,25.0
1630742,22.0
1631465,50.0
1632187,120.0
1632353,44.0
1634214,58.0
1635036,65.0
1637976,110.0
1645341,58.0
1647378,50.0
1648222,54.0
1650581,40.0
1652766,50.0
1653909,49.0
1656340,296.0
1657488,35.0
1657909,80.0
1658942,35.0
1659160,80.0
1661023,49.0
1666874,89.0
1669546,58.0
1669582,40.0
1675786,90.0
1675969,69.0
1676049,100.0
1676267,60.0
1679750,250.0
1684769,28.0
1692136,30.0
1692351,55.0
1694698,193.0
1697691,129.0
1701164,99.0
1701332,90.0
1705205,57.0
1705951,35.0
1706339,52.0
1706946,69.0
1711351,95.0
1714515,49.0
1718938,37.0
1721125,45.0
1721379,61.0
1724720,149.0
1727310,60.0
1729562,49.0
1730697,44.0
1733763,19.0
1736831,91.0
1739631,210.0
1740236,30.0
1740871,50.0
1742438,40.0
1744474,39.0
1748743,90.0
1750556,35.0
1753483,35.0
1760492,61.0
1766574,105.0
1768139,60.0
1770342,65.0
1773412,30.0
1775500,69.0
1777194,62.0
1780076,75.0
1781834,55.0
1784125,20.0
1785484,30.0
1786499,25.0
1787829,38.0
1792209,45.0
1794838,55.0
1796729,30.0
1799580,65.0
1800247,80.0
1801507,60.0
1802020,39.0
1804568,110.0
1809622,39.0
1814192,75.0
1814443,38.0
1816573,29.0
1821232,55.0
1826316,71.0
1826596,93.0
1827536,99.0
1828107,98.0
1829165,33.0
1830805,22.0
1831388,99.0
1834023,25.0
1837577,50.0
1838306,99.0
1838401,120.0
1838879,300.0
1840248,45.0
1840570,125.0
1845815,39.0
1849648,65.0
1852328,235.0
1855771,43.0
1855798,60.0
1856462,40.0
1859343,50.0
1862730,40.0
1863324,54.0
1864045,65.0
1864103,180.0
1864395,180.0
1864496,42.0
1867060,59.0
1867071,54.0
1867179,90.0
1868763,69.0
1869046,169.0
1869315,100.0
1871203,95.0
1874967,52.0
1876196,60.0
1876910,59.0
1877754,199.0
1878122,75.0
1879989,35.0
1880003,59.0
1880216,45.0
1882392,49.0
1882990,35.0
1883235,23.0
1883730,34.0
1884205,70.0
1884468,30.0
1885501,47.0
1886480,60.0
1893325,30.0
1894154,100.0
1896495,45.0
1898454,95.0
1900710,65.0
1901646,150.0
1904731,300.0
1904944,40.0
1906396,80.0
1907725,30.0
1907752,90.0
1912139,60.0
1915904,107.0
1917365,50.0
1917774,55.0
1917991,69.0
1918705,65.0
1920949,50.0
1924058,40.0
1930381,30.0
1930667,28.0
1930881,60.0
1933398,51.0
1933636,45.0
1935049,49.0
1945360,30.0
1946057,49.0
1946067,75.0
1947907,89.0
1948192,35.0
1948540,85.0
1951976,32.0
1953003,77.0
1954001,35.0
1954311,60.0
1955484,130.0
1955768,100.0
1956513,35.0
1957918,60.0
1958052,67.0
1962681,50.0
1963292,42.0
1965142,20.0
1965201,100.0
1966264,25.0
1968442,90.0
1968638,55.0
1969808,90.0
1972944,55.0
1974217,50.0
1976681,150.0
1976810,94.0
1977882,229.0
1982597,40.0
1983290,65.0
1986039,30.0
1986327,70.0
1987662,70.0
1988182,70.0
1988579,75.0
1989884,91.0
1990921,40.0
1991045,35.0
1991397,45.0
1991961,22.0
1992032,31.0
1994486,45.0
1998735,50.0
2001176,30.0
2001327,59.0
2002284,50.0
2002637,60.0
2002666,78.0
2002741,68.0
2002855,50.0
2003946,55.0
2006400,25.0
2010944,60.0
2011163,45.0
2011496,48.0
2015840,70.0
2016182,58.0
2019132,390.0
2020536,49.0
2020765,64.0
2021588,63.0
2022173,50.0
2024166,59.0
2024548,79.0
2025277,28.0
2026567,43.0
2027037,60.0
2027140,65.0
2029012,109.0
2030643,75.0
2031017,50.0
2032512,120.0
2034446,30.0
2035300,70.0
2037816,55.0
2039611,15.0
2039932,36.0
2042597,70.0
2043979,39.0
2044887,46.0
2045991,115.0
2046400,80.0
2047139,29.0
2049411,108.0
2050016,69.0
2053014,50.0
2056917,30.0
2057982,99.0
2058459,40.0
2059152,55.0
2060443,25.0
2061212,98.0
2061221,210.0
2066031,89.0
2068645,55.0
2075180,30.0
2076483,90.0
2078746,59.0
2079942,55.0
2080635,169.0
2081260,85.0
2081848,35.0
2084617,45.0
2084992,81.0
2086586,63.0
2086909,42.0
2087068,45.0
2088271,55.0
2092972,30.0
2093486,59.0
2095733,97.0
2096284,30.0
2096970,50.0
2097823,109.0
2098124,79.0
2099738,25.0
2099835,23.0
2104377,30.0
2110056,70.0
2110953,130.0
2111503,60.0
2111678,55.0
2111828,70.0
2114495,20.0
2118068,76.0
2118944,147.0
2121535,40.0
2121972,30.0
2125274,25.0
2128928,50.0
2129714,50.0
2131667,70.0
2133220,150.0
2133942,69.0
2134078,35.0
2137277,89.0
2138961,50.0
2140695,65.0
2146646,80.0
2146829,75.0
2147642,30.0
2147777,49.0
2149001,59.0
2153393,84.0
2154488,35.0
2155303,65.0
2155864,55.0
2156839,100.0
2157235,25.0
2157359,35.0
2157582,18.0
2158546,80.0
2161434,8.0
2162565,195.0
2165255,65.0
2168295,36.0
2170119,35.0
2172749,50.0
2172841,110.0
2173438,65.0
2174040,50.0
2175651,25.0
2175723,22.0
2179273,21.0
2180203,69.0
2185671,45.0
2190792,60.0
2191449,64.0
2191606,110.0
2191648,49.0
2195302,50.0
2195378,110.0
2197375,40.0
2197501,35.0
2197560,32.0
2199290,35.0
2199410,42.0
2201228,59.0
2202083,80.0
2203300,140.0
2205845,48.0
2209282,70.0
2210397,60.0
2219064,49.0
2220054,38.0
2220253,40.0
2224714,12.0
2227536,80.0
2230039,27.0
2233347,29.0
2237527,199.0
2237985,45.0
2241958,120.0
2246128,55.0
2246464,65.0
2247527,43.0
2252438,21.0
2253062,34.0
2253063,50.0
2254020,50.0
2255103,153.0
2255195,41.0
2258687,32.0
2259160,40.0
2260217,40.0
2265143,27.0
2266633,25.0
2268216,54.0
2270894,20.0
2271256,190.0
2272792,73.0
2277470,31.0
2281088,75.0
2281627,40.0
2281634,48.0
2282413,100.0
2284138,30.0
2290848,80.0
2290941,52.0
2291619,80.0
2292851,45.0
2293528,24.0
2294972,34.0
2295827,40.0
2296098,80.0
2306464,69.0
2307105,72.0
2314128,80.0
2316863,34.0
2318810,40.0
2321725,80.0
2323744,52.0
2324202,60.0
2328948,69.0
2329696,34.0
2330225,45.0
2334507,35.0
2338603,43.0
2341206,125.0
2341249,75.0
2341476,75.0
2341754,54.0
2345290,40.0
2345913,70.0
2348195,30.0
2348212,20.0
2348602,250.0
2349109,140.0
2351918,35.0
2353160,79.0
2354413,84.0
2358997,17.0
2363643,80.0
2364026,40.0
2364544,50.0
2365027,50.0
2366382,41.0
2369744,45.0
2370698,60.0
2371126,44.0
2375775,40.0
2377008,63.0
2377736,59.0
2377893,50.0
2378667,50.0
2379229,25.0
2380897,43.0
2382002,30.0
2382613,9.0
2385565,30.0
2385754,25.0
2390253,35.0
2394480,55.0
2394841,55.0
2394897,98.0
2395908,125.0
2396076,48.0
2396312,115.0
2397636,24.0
2397684,35.0
2398866,30.0
2398889,57.0
2398968,100.0
2399412,50.0
2403852,70.0
2406047,180.0
2412554,35.0
2417080,40.0
2418364,30.0
2418617,49.0
2419706,35.0
2421223,75.0
2421445,89.0
2422564,38.0
2425068,48.0
2427223,23.0
2427917,20.0
2428020,50.0
2428848,45.0
2433256,28.0
2443247,80.0
2444984,50.0
2445048,70.0
2445234,60.0
2446164,49.0
2446432,39.0
2447563,55.0
2449808,51.0
2450125,150.0
2451134,31.0
2456055,65.0
2458229,250.0
2459679,46.0
2463778,40.0
2463908,39.0
2464533,49.0
2466143,95.0
2470520,48.0
2476238,60.0
2482262,91.0
2483283,20.0
2485124,120.0
2485985,59.0
2490608,40.0
2492162,52.0
2496858,20.0
2500258,65.0
2501415,60.0
2501758,50.0
2504158,50.0
2504294,45.0
2504679,59.0
2507059,50.0
2507159,56.0
2508457,42.0
2509310,35.0
2510929,44.0
2511659,28.0
2513549,48.0
2517124,60.0
2517625,55.0
2518768,39.0
2520219,60.0
2521868,43.0
2524670,19.0
2529429,23.0
2533598,120.0
2539863,37.0
2541764,32.0
2541994,75.0
2543760,42.0
2545280,80.0
2546219,38.0
2548013,29.0
2548961,65.0
2549136,59.0
2549257,65.0
2549564,104.0
2550111,66.0
2552674,33.0
2553215,35.0
2557273,40.0
2560244,43.0
2563181,100.0
2565451,85.0
2566846,49.0
2566963,22.0
2567096,50.0
2569307,40.0
2572798,47.0
2573342,100.0
2574193,80.0
2574411,35.0
2575251,100.0
2577923,59.0
2581140,20.0
2581321,28.0
2583272,48.0
2588285,49.0
2588639,45.0
2590511,28.0
2590619,55.0
2591901,33.0
2598629,30.0
2598705,79.0
2599340,85.0
2599539,85.0
2599765,159.0
2602460,65.0
2610528,115.0
2610694,42.0
2616603,73.0
2621854,40.0
2623250,50.0
2623318,47.0
2623883,53.0
2626130,40.0
2631328,70.0
2633115,55.0
2634457,49.0
